218034047	秘术	2.6	2014-11-14	剧情,冒险,悬疑	中国大陆	国语	1小时25分钟	 吴兵	安以轩 汪东城 郭德纲 宁恒宇 陈欣淇
219836158	怨灵	6.2	2014-11-13	惊悚,恐怖	中国大陆	国语	1小时30分钟	佟亦坚	洪秀儿 姜潮 倪慕斯 谈莉娜 高泰宇 徐悦
181803861	星际穿越	8.9	2014-11-12	冒险,科幻,悬疑	英国,美国	英语	2小时49分钟	克里斯托弗·诺兰	马修·麦康纳 安妮·海瑟薇 杰西卡·查斯坦 迈克尔·凯恩 韦斯·本特利
218742555	求爱大作战	7.0	2014-11-11	爱情,剧情,喜剧	中国香港	粤语	1小时31分钟	叶念琛	沈震轩 陈奂仁 张建声 连诗雅 蒋家旻 吴若希 倪晨曦 庄思敏 林盛斌
152404127	单身男女2	7.8	2014-11-11	爱情,剧情	中国大陆,中国香港	国语/粤语	1小时53分钟	杜琪峰	高圆圆 古天乐 吴彦祖 周渝民 杨千嬅 林雪
220541271	黑月	7.0	2014-11-07	惊悚,悬疑	中国大陆	国语	1小时38分钟	曹霁	王兮 宋紫菲 李鹤 贾之海 郭刚
219836663	潜龙风云	7.0	2014-11-07	爱情,喜剧,动作	中国大陆	国语	1小时40分钟	李保樟	蔡卓妍 黄秋生 黄又南 陈惠敏 吴志雄 姜皓文 吴浩康 艾威 张同祖 吴家丽 黄岳泰 罗永昌
213465231	狂野非洲	8.0	2014-11-07	纪录片	法国,比利时	英语	1小时25分钟	本·斯塔森	凯文·理查德森 玛拉·道格拉斯-汉密尔顿 刘欢 卢璐
213457527	拆散专家	7.0	2014-11-07	爱情,喜剧	中国大陆,新加坡	国语	1小时35分钟	李坚 裘仲维	黄圣依 贾一平 张峻宁 林雪 刘天佐 肖剑 姜鸿波 刘欢 岳跃利 李菁
211826180	露水红颜	7.4	2014-11-07	爱情	中国大陆	国语	1小时38分钟	高希希	刘亦菲 郑智薰 王学兵 陈冲 李彦希 邵峰 安志杰 唐嫣 孙海英 林依轮 董勇
